title,genres,runtime,vote_average,vote_count,year
Strictly Ballroom,"['comedy', 'drama', 'romance']",94.0,6.2,83,1992
The Thin Blue Line,"['mystery', 'documentary', 'crime']",103.0,7.9,109,1988
Tie Me Up! Tie Me Down!,"['comedy', 'crime', 'drama', 'romance']",111.0,7.0,102,1989
Madonna: Truth or Dare,"['documentary', 'music']",119.0,6.3,32,1991
Paris is Burning,['documentary'],71.0,8.2,67,1990
One Flew Over the Cuckoo's Nest,['drama'],133.0,8.3,3001,1975
Up in Smoke,['comedy'],86.0,6.7,201,1978
The Empire Strikes Back,"['adventure', 'action', 'science fiction']",124.0,8.2,5998,1980
The Princess Bride,"['adventure', 'family', 'fantasy', 'comedy', 'romance']",98.0,7.6,1518,1987
Raiders of the Lost Ark,"['adventure', 'action']",115.0,7.7,3949,1981
Brazil,"['comedy', 'science fiction']",132.0,7.6,877,1985
Aliens,"['horror', 'action', 'thriller', 'science fiction']",137.0,7.7,3282,1986
"The Good, the Bad and the Ugly",['western'],161.0,8.1,2371,2066
Withnail & I,"['comedy', 'drama']",107.0,7.4,173,1987
12 Angry Men,['drama'],96.0,8.2,2130,2057
Lawrence of Arabia,"['adventure', 'drama', 'history', 'war']",216.0,7.8,870,2062
A Clockwork Orange,"['science fiction', 'drama']",136.0,8.0,3432,1971
To Kill a Mockingbird,"['crime', 'drama']",129.0,7.9,676,2062
Apocalypse Now,"['drama', 'war']",153.0,8.0,2112,1979
Once Upon a Time in the West,['western'],175.0,8.1,1160,2068
Return of the Jedi,"['adventure', 'action', 'science fiction']",135.0,7.9,4763,1983
Wings of Desire,"['drama', 'fantasy', 'romance']",128.0,7.5,256,1987
The Third Man,"['thriller', 'mystery']",104.0,7.9,431,2049
GoodFellas,"['drama', 'crime']",145.0,8.2,3211,1990
Alien,"['horror', 'action', 'thriller', 'science fiction']",117.0,7.9,4564,1979
Army of Darkness,"['fantasy', 'horror', 'comedy']",81.0,7.3,852,1992
The Big Blue,"['adventure', 'drama', 'romance']",168.0,7.6,364,1988
Ran,"['action', 'drama', 'history']",162.0,7.9,349,1985
The Killer,"['action', 'crime', 'drama', 'thriller']",110.0,7.6,179,1989
Psycho,"['drama', 'horror', 'thriller']",109.0,8.3,2405,2060
The Blues Brothers,"['music', 'comedy', 'action', 'crime']",133.0,7.5,1092,1980
The Godfather: Part II,"['drama', 'crime']",200.0,8.3,3418,1974
Full Metal Jacket,"['drama', 'war']",116.0,7.9,2595,1987
A Grand Day Out,"['adventure', 'animation', 'comedy', 'science fiction', 'family']",23.0,7.4,199,1990
Henry V,"['war', 'drama', 'history', 'action', 'romance']",137.0,7.4,73,1989
Amadeus,"['drama', 'history', 'music']",160.0,7.8,1107,1984
The Quiet Man,"['comedy', 'drama', 'romance']",129.0,7.3,118,2052
Once Upon a Time in America,"['drama', 'crime']",229.0,8.3,1104,1984
Raging Bull,['drama'],129.0,7.7,968,1980
Annie Hall,"['comedy', 'drama', 'romance']",93.0,7.8,1044,1977
The Right Stuff,"['drama', 'history']",193.0,7.4,241,1983
Stalker,"['drama', 'science fiction', 'thriller']",163.0,7.8,356,1979
Das Boot,"['action', 'drama', 'history', 'war', 'adventure']",149.0,7.9,623,1981
The Sting,"['comedy', 'crime', 'drama']",129.0,7.9,639,1973
Harold and Maude,"['comedy', 'drama', 'romance']",91.0,7.7,266,1971
Trust,"['drama', 'comedy']",107.0,6.5,24,1990
The Seventh Seal,"['fantasy', 'drama']",96.0,7.9,569,2057
Local Hero,"['comedy', 'drama']",111.0,7.0,81,1983
The Terminator,"['action', 'thriller', 'science fiction']",108.0,7.4,4208,1984
Braindead,"['horror', 'comedy']",104.0,7.4,388,1992
Glory,['war'],122.0,7.4,391,1989
Rosencrantz & Guildenstern Are Dead,"['comedy', 'drama']",117.0,7.3,75,1991
Manhattan,"['comedy', 'drama', 'romance']",96.0,7.8,600,1979
Miller's Crossing,"['drama', 'thriller', 'crime']",115.0,7.5,431,1990
Dead Poets Society,['drama'],129.0,8.1,2786,1989
The Graduate,['drama'],106.0,7.6,855,2067
Touch of Evil,"['drama', 'thriller', 'crime']",95.0,7.6,292,2058
La Femme Nikita,"['action', 'thriller']",115.0,7.0,511,1990
The Bridge on the River Kwai,"['drama', 'history', 'war']",161.0,7.7,554,2057
8½,"['fantasy', 'drama']",138.0,7.9,427,2063
Chinatown,"['crime', 'drama', 'mystery', 'thriller']",130.0,7.9,939,1974
The Day the Earth Stood Still,"['drama', 'science fiction', 'thriller']",92.0,7.3,323,2051
The Treasure of the Sierra Madre,"['action', 'adventure', 'drama', 'western']",126.0,7.9,285,2048
Bad Taste,"['action', 'comedy', 'horror', 'science fiction']",91.0,6.4,196,1987
Duck Soup,['comedy'],68.0,7.6,170,2033
Better Off Dead...,['comedy'],97.0,6.8,164,1985
The Shining,"['horror', 'thriller']",144.0,8.1,3890,1980
Stand by Me,"['crime', 'drama']",89.0,7.8,1568,1986
M,"['drama', 'action', 'thriller', 'crime']",117.0,8.0,465,2031
Evil Dead II,"['horror', 'comedy', 'fantasy']",84.0,7.5,760,1987
The Great Escape,"['adventure', 'drama', 'history', 'thriller', 'war']",172.0,7.8,731,2063
The Deer Hunter,"['drama', 'war']",183.0,7.8,943,1978
Diva,"['action', 'drama', 'music', 'thriller']",117.0,6.7,37,1981
Groundhog Day,"['romance', 'fantasy', 'drama', 'comedy']",101.0,7.4,2358,1993
Unforgiven,['western'],131.0,7.7,1133,1992
The Manchurian Candidate,"['mystery', 'thriller']",126.0,7.7,188,2062
Pump up the Volume,"['music', 'drama']",105.0,7.0,86,1990
Arsenic and Old Lace,"['comedy', 'crime']",118.0,7.4,234,2044
Back to the Future,"['adventure', 'comedy', 'science fiction', 'family']",116.0,8.0,6239,1985
Fried Green Tomatoes,"['drama', 'comedy']",130.0,7.6,298,1991
Patton,"['drama', 'history', 'war']",172.0,7.3,327,1970
Down by Law,"['crime', 'drama', 'comedy']",107.0,7.2,149,1986
Akira,"['science fiction', 'animation']",124.0,7.8,792,1988
Highlander,"['adventure', 'action', 'fantasy']",116.0,6.8,642,1986
Cool Hand Luke,"['crime', 'drama']",126.0,7.7,390,2067
Cyrano de Bergerac,"['drama', 'comedy', 'history', 'romance']",137.0,6.8,131,1990
Young Frankenstein,"['comedy', 'science fiction']",106.0,7.7,880,1974
Night on Earth,"['comedy', 'drama']",129.0,7.5,165,1991
Raise the Red Lantern,['drama'],125.0,7.8,139,1991
The Great Dictator,['comedy'],125.0,8.1,756,2040
Fantasia,"['animation', 'family', 'music']",124.0,7.2,831,2040
High Noon,['western'],85.0,7.6,343,2052
The Big Sleep,"['crime', 'drama', 'mystery', 'thriller']",116.0,7.6,244,2046
Heathers,"['thriller', 'comedy', 'drama']",102.0,7.3,387,1988
Somewhere in Time,"['science fiction', 'drama', 'fantasy', 'romance']",103.0,7.1,104,1980
Ben-Hur,"['action', 'adventure', 'drama', 'history']",212.0,7.5,660,2059
This Is Spinal Tap,"['comedy', 'music']",82.0,7.6,413,1984
Koyaanisqatsi,"['documentary', 'music']",87.0,7.7,140,1982
Some Kind of Wonderful,"['drama', 'romance']",95.0,6.9,104,1987
Indiana Jones and the Last Crusade,"['adventure', 'action']",127.0,7.6,3221,1989
Being There,"['comedy', 'drama']",130.0,7.7,243,1979
Gandhi,"['drama', 'history']",191.0,7.4,730,1982
The Unbearable Lightness of Being,"['comedy', 'romance']",171.0,7.0,89,1988
A Room with a View,"['drama', 'romance']",117.0,6.9,164,1985
Real Genius,"['comedy', 'romance']",106.0,6.6,121,1985
Pink Floyd: The Wall,['music'],95.0,7.7,363,1982
The Killing Fields,"['war', 'drama', 'history']",141.0,7.5,180,1984
My Life as a Dog,"['drama', 'comedy']",101.0,7.3,70,1985
Forbidden Planet,"['adventure', 'science fiction', 'action']",98.0,7.2,238,2056
Field of Dreams,"['drama', 'fantasy']",107.0,7.1,383,1989
The Man Who Would Be King,"['adventure', 'drama']",129.0,7.6,148,1975
Butch Cassidy and the Sundance Kid,"['history', 'drama', 'western', 'crime']",110.0,7.4,659,1969
"Paris, Texas",['drama'],147.0,7.7,282,1984
Until the End of the World,"['thriller', 'drama', 'science fiction', 'action']",287.0,6.3,45,1991
When Harry Met Sally...,"['comedy', 'romance', 'drama']",96.0,7.3,974,1989
I Shot a Man in Vegas,[],86.0,0.0,0,1996
Parallel Sons,[],93.0,5.0,1,1995
Hype!,"['documentary', 'music']",84.0,6.8,12,1996
Santa with Muscles,"['family', 'comedy']",93.0,3.5,20,1996
Female Perversions,"['drama', 'romance']",119.0,5.4,10,1996
Mad Dog Time,"['drama', 'action', 'comedy', 'crime']",93.0,6.2,12,1996
Breathing Room,"['romance', 'comedy']",90.0,0.0,0,1996
Paris Was a Woman,['documentary'],75.0,7.0,1,1996
I'm Not Rappaport,['comedy'],135.0,6.2,8,1996
Blue Juice,"['comedy', 'romance']",90.0,3.6,13,1995
Kids of Survival,[],0.0,0.0,0,1996
Alien³,"['science fiction', 'action', 'horror']",114.0,6.2,1664,1992
An American Werewolf in London,"['horror', 'comedy']",97.0,7.2,571,1981
Amityville: It's About Time,['horror'],91.0,4.1,21,1992
Amityville 3-D,"['horror', 'thriller']",105.0,4.0,40,1983
Amityville: Dollhouse,['horror'],93.0,3.5,17,1996
Amityville: A New Generation,['horror'],90.0,2.8,17,1993
Amityville II: The Possession,['horror'],104.0,5.9,59,1982
The Amityville Horror,"['drama', 'horror', 'thriller']",117.0,6.2,192,1979
The Amityville Curse,['horror'],91.0,2.7,19,1989
Blood for Dracula,['horror'],103.0,5.8,22,1974
April Fool's Day,"['horror', 'mystery']",89.0,5.8,74,1986
Audrey Rose,"['fantasy', 'drama', 'horror', 'thriller']",113.0,5.8,34,1977
The Believers,"['crime', 'drama', 'horror', 'mystery', 'thriller']",114.0,6.2,39,1987
The Birds,['horror'],119.0,7.3,959,2063
The Blob,"['horror', 'science fiction']",86.0,6.2,147,2058
Blood Beach,"['science fiction', 'horror', 'comedy']",92.0,4.9,18,1980
Body Parts,"['horror', 'thriller']",88.0,5.6,24,1991
The Body Snatcher,"['thriller', 'horror']",77.0,6.8,47,2045
Dracula,"['romance', 'horror']",128.0,7.1,1087,1992
Bride of Frankenstein,"['horror', 'science fiction']",75.0,7.4,208,2035
Burnt Offerings,['horror'],116.0,6.6,58,1976
Candyman,"['drama', 'horror', 'thriller']",99.0,6.2,303,1992
Cape Fear,"['crime', 'thriller']",128.0,7.0,692,1991
Cape Fear,"['drama', 'thriller']",105.0,7.2,125,2062
Carrie,"['horror', 'thriller']",98.0,7.0,977,1976
Cat People,"['drama', 'fantasy', 'horror', 'thriller']",118.0,6.0,97,1982
A Nightmare on Elm Street,['horror'],91.0,7.2,1212,1984
Nosferatu,"['fantasy', 'horror']",94.0,7.7,373,2022
Vampire in Venice,['horror'],97.0,8.5,2,1988
The Omen,"['horror', 'thriller']",111.0,7.2,485,1976
Blood and Wine,"['crime', 'drama', 'thriller']",101.0,5.5,34,1996
Albino Alligator,"['crime', 'drama', 'thriller']",97.0,5.6,45,1996
The Mirror Has Two Faces,"['comedy', 'drama', 'romance']",126.0,6.5,47,1996
Breaking the Waves,"['drama', 'romance']",159.0,7.2,213,1996
Nightwatch,"['action', 'drama', 'horror', 'mystery', 'thriller']",102.0,6.2,104,1997
Star Trek: First Contact,"['science fiction', 'action', 'adventure', 'thriller']",111.0,7.0,671,1996
Shine,['drama'],105.0,7.3,136,1996
Sling Blade,['drama'],135.0,7.4,236,1996
Jingle All the Way,"['family', 'comedy']",89.0,5.5,583,1996
Identification of a Woman,"['romance', 'drama']",128.0,5.8,15,1982
Paradise Lost: The Child Murders at Robin Hood Hills,"['documentary', 'drama']",150.0,7.9,38,1996
The Preacher's Wife,"['fantasy', 'drama', 'comedy', 'science fiction', 'romance', 'family']",124.0,5.4,55,1996
Zero Kelvin,"['drama', 'thriller']",118.0,6.4,5,1995
Ridicule,"['comedy', 'drama', 'romance']",102.0,7.4,30,1996
The Crucible,"['drama', 'history']",124.0,6.7,134,1996
101 Dalmatians,"['comedy', 'family']",103.0,5.6,722,1996
The Forbidden Christ,['drama'],0.0,5.5,2,2051
I Can't Sleep,"['drama', 'mystery']",112.0,5.0,1,1994
Die Hard 2,"['action', 'thriller']",124.0,6.6,1920,1990
Star Trek: The Motion Picture,"['science fiction', 'adventure', 'mystery']",132.0,6.2,541,1979
Star Trek VI: The Undiscovered Country,"['science fiction', 'action', 'adventure', 'thriller']",113.0,6.7,421,1991
Star Trek V: The Final Frontier,"['science fiction', 'action', 'adventure', 'thriller']",107.0,5.6,384,1989
Star Trek II: The Wrath of Khan,"['action', 'adventure', 'science fiction', 'thriller']",113.0,7.3,688,1982
Star Trek III: The Search for Spock,"['science fiction', 'action', 'adventure', 'thriller']",105.0,6.4,443,1984
Star Trek IV: The Voyage Home,"['science fiction', 'adventure']",119.0,6.9,490,1986
Batman Returns,"['action', 'fantasy']",126.0,6.6,1706,1992
Young Guns,"['crime', 'action', 'adventure', 'drama', 'western']",107.0,6.6,262,1988
Young Guns II,"['western', 'adventure']",132.0,6.3,165,1990
Grease,['romance'],110.0,7.2,1633,1978
Grease 2,"['comedy', 'drama', 'family', 'music', 'romance']",115.0,4.9,185,1982
Marked for Death,"['action', 'thriller']",94.0,5.6,100,1990
Adrenalin: Fear the Rush,"['action', 'science fiction', 'thriller']",77.0,3.9,19,1996
The Substance of Fire,['drama'],97.0,6.0,1,1996
Under Siege,"['action', 'thriller']",103.0,6.1,405,1992
Terror in a Texas Town,"['action', 'western']",80.0,7.1,13,2058
Jaws,"['horror', 'thriller', 'adventure']",124.0,7.5,2628,1975
Jaws 2,"['horror', 'thriller']",116.0,5.9,412,1978
Jaws 3-D,"['thriller', 'horror']",99.0,4.2,266,1983
My Fellow Americans,"['comedy', 'drama']",101.0,6.3,46,1996
Mars Attacks!,"['comedy', 'fantasy', 'science fiction']",106.0,6.1,1544,1996
Citizen Ruth,"['drama', 'comedy']",104.0,6.8,27,1996
Jerry Maguire,"['comedy', 'drama', 'romance']",139.0,6.7,941,1996
Raising Arizona,"['comedy', 'crime']",94.0,7.2,548,1987
Tin Men,"['comedy', 'drama']",112.0,6.8,38,1987
Sneakers,"['comedy', 'crime', 'drama']",126.0,6.7,301,1992
Bastard Out of Carolina,['drama'],97.0,7.3,19,1996
In Love and War,"['drama', 'romance']",113.0,6.0,28,1996
Marvin's Room,['drama'],98.0,6.6,130,1996
Somebody Is Waiting,['drama'],96.0,0.0,0,1996
Ghosts of Mississippi,"['history', 'drama']",130.0,6.2,40,1996
Night Falls on Manhattan,"['drama', 'crime']",113.0,6.6,24,1996
Beavis and Butt-Head Do America,"['animation', 'comedy']",81.0,6.5,169,1996
La Cérémonie,"['drama', 'thriller']",111.0,7.0,40,1995
Scream,"['crime', 'horror', 'mystery']",111.0,7.0,1520,1996
The Last of the Mohicans,"['action', 'adventure', 'drama', 'history', 'romance', 'war']",112.0,7.1,747,1992
Michael,"['comedy', 'drama', 'fantasy']",105.0,5.5,174,1996
The Evening Star,"['drama', 'romance', 'family', 'comedy']",129.0,5.8,18,1996
Hamlet,['drama'],242.0,7.3,118,1996
Some Mother's Son,"['drama', 'history']",112.0,7.0,6,1996
The Whole Wide World,"['drama', 'romance']",106.0,6.4,9,1996
Mother,['comedy'],104.0,6.8,19,1996
Thieves,"['romance', 'crime', 'drama']",117.0,7.0,5,1996
Evita,"['history', 'drama', 'music']",134.0,5.9,122,1996
The Portrait of a Lady,"['drama', 'romance']",144.0,6.3,46,1996
Walkabout,"['adventure', 'drama']",95.0,7.4,111,1971
Message to Love: The Isle of Wight Festival,"['documentary', 'music']",127.0,6.4,4,1996
Murder at 1600,"['action', 'drama', 'mystery', 'thriller', 'crime']",107.0,5.8,130,1997
Hearts and Minds,"['drama', 'thriller', 'documentary', 'romance', 'foreign']",113.0,0.0,0,1995
Inside,"['crime', 'drama', 'tv movie']",94.0,0.0,1,1996
Fierce Creatures,"['comedy', 'romance']",93.0,6.0,95,1997
Zeus & Roxanne,"['action', 'adventure', 'comedy', 'family', 'romance']",98.0,4.2,16,1997
Turbulence,"['action', 'thriller', 'crime']",100.0,5.2,63,1997
Angel Baby,['drama'],105.0,7.7,3,1995
First Strike,"['action', 'adventure', 'comedy', 'crime', 'drama', 'thriller']",107.0,6.5,101,1996
Underworld,"['drama', 'action', 'comedy', 'thriller']",95.0,6.0,1,1996
Beverly Hills Ninja,"['action', 'comedy']",88.0,5.5,176,1997
Metro,"['action', 'adventure', 'comedy', 'crime', 'thriller']",117.0,5.3,136,1997
The Machine,"['horror', 'thriller', 'science fiction']",0.0,4.5,2,1994
Falling in Love Again,"['drama', 'romance']",103.0,6.1,4,1980
The Cement Garden,['drama'],105.0,7.2,23,1993
Dante's Peak,"['action', 'adventure', 'thriller']",108.0,5.8,445,1997
Meet Wally Sparks,['comedy'],105.0,5.3,10,1997
Amos & Andrew,"['action', 'comedy']",96.0,5.0,47,1993
Benny & Joon,"['comedy', 'drama', 'romance']",98.0,6.9,220,1993
Prefontaine,"['drama', 'romance']",106.0,6.7,21,1997
A Tickle in the Heart,['documentary'],90.0,0.0,0,1996
Guantanamera,"['drama', 'comedy', 'romance', 'foreign']",105.0,8.0,3,1995
McHale's Navy,"['action', 'comedy', 'romance']",108.0,4.4,27,1997
Kolya,"['music', 'drama', 'comedy']",105.0,7.5,46,1996
Gridlock'd,"['crime', 'drama', 'comedy']",91.0,6.8,55,1997
Fire on the Mountain,['documentary'],72.0,0.0,0,1996
Waiting for Guffman,"['music', 'comedy']",84.0,7.4,66,1996
Prisoner of the Mountains,"['drama', 'war']",99.0,6.6,14,1996
The Beautician and the Beast,"['comedy', 'romance']",105.0,5.2,53,1997
SubUrbia,"['comedy', 'drama']",121.0,6.4,32,1996
Hotel de Love,"['comedy', 'foreign', 'romance']",95.0,4.3,2,1996
The Pest,"['action', 'comedy']",82.0,5.0,35,1997
Fools Rush In,"['drama', 'comedy', 'romance']",109.0,5.8,133,1997
Touch,"['action', 'comedy', 'drama', 'foreign', 'romance']",96.0,6.0,10,1997
Absolute Power,"['crime', 'drama', 'thriller']",121.0,6.4,226,1997
That Darn Cat,"['comedy', 'family']",89.0,3.9,11,1997
Vegas Vacation,['comedy'],93.0,6.0,175,1997
Unforgotten: Twenty-Five Years After Willowbrook,[],0.0,7.0,2,1997
That Old Feeling,"['comedy', 'drama', 'romance']",105.0,7.1,15,1997
Lost Highway,"['drama', 'thriller', 'mystery']",134.0,7.5,572,1997
Rosewood,"['drama', 'history']",140.0,6.7,31,1997
Donnie Brasco,"['crime', 'drama', 'thriller']",127.0,7.4,1175,1997
Salut cousin !,['comedy'],0.0,3.3,4,1996
Booty Call,['comedy'],79.0,5.6,29,1997
Rhyme & Reason,['documentary'],0.0,6.3,8,1997
Boys Life 2,"['drama', 'romance']",74.0,5.0,1,1997
City of Industry,"['crime', 'thriller', 'drama']",97.0,5.6,14,1997
Best Men,"['comedy', 'romance']",90.0,5.6,8,1997
Jungle 2 Jungle,"['comedy', 'family']",97.0,4.9,122,1997
Kama Sutra - A Tale of Love,"['drama', 'history', 'romance']",117.0,5.7,36,1996
Private Parts,"['comedy', 'drama']",109.0,6.7,106,1997
Love Jones,"['comedy', 'drama', 'romance']",104.0,8.1,12,1997
The Saint,"['thriller', 'action', 'romance', 'science fiction', 'adventure']",116.0,5.9,310,1997
Smilla's Sense of Snow,"['action', 'crime', 'drama', 'mystery', 'thriller']",121.0,6.6,61,1997
The Van,"['comedy', 'drama']",100.0,5.9,15,1996
Crash,"['drama', 'thriller', 'romance']",100.0,6.5,224,1996
The Daytrippers,"['comedy', 'drama', 'mystery']",87.0,6.2,11,1996
Liar Liar,['comedy'],86.0,6.4,1456,1997
The Quiet Room,"['drama', 'foreign']",93.0,5.0,1,1996
Selena,['drama'],127.0,7.1,115,1997
The Devil's Own,"['crime', 'thriller', 'drama']",107.0,5.9,300,1997
Cats Don't Dance,"['animation', 'comedy', 'family', 'music']",75.0,7.1,25,1997
B.A.P.S.,"['action', 'comedy']",90.0,4.2,13,1997
Love and Other Catastrophes,"['comedy', 'romance']",78.0,5.8,9,1996
Turbo: A Power Rangers Movie,"['action', 'adventure', 'family', 'fantasy', 'science fiction', 'thriller']",99.0,4.6,60,1997
Anna Karenina,"['drama', 'romance']",108.0,6.4,26,1997
Double Team,"['action', 'science fiction']",93.0,4.4,163,1997
Inventing the Abbotts,"['drama', 'romance']",110.0,6.4,43,1997
Anaconda,"['adventure', 'horror', 'thriller']",89.0,4.8,624,1997
Grosse Pointe Blank,"['action', 'comedy', 'thriller', 'romance']",107.0,6.9,278,1997
Keys to Tulsa,"['crime', 'drama', 'thriller']",113.0,4.9,5,1997
Kissed,"['romance', 'drama']",78.0,7.0,21,1996
8 Heads in a Duffel Bag,"['comedy', 'crime']",95.0,5.4,39,1997
Hollow Reed,['drama'],102.0,6.8,6,1996
Paradise Road,"['war', 'drama', 'history']",122.0,6.2,21,1997
Traveller,"['drama', 'crime']",101.0,5.9,6,1997
All Over Me,"['drama', 'romance']",93.0,5.9,15,1997
A Brother's Kiss,['drama'],92.0,8.0,1,1997
A Chef in Love,"['drama', 'comedy', 'romance', 'foreign']",100.0,3.5,2,1996
Romy and Michele's High School Reunion,['comedy'],92.0,6.0,160,1997
Temptress Moon,"['drama', 'foreign', 'romance']",130.0,7.2,6,1996
Volcano,"['science fiction', 'action', 'drama', 'thriller']",104.0,5.2,387,1997
Children of the Revolution,"['comedy', 'drama']",101.0,5.3,9,1996
Austin Powers: International Man of Mystery,"['science fiction', 'comedy', 'crime']",94.0,6.5,1033,1997
Breakdown,"['drama', 'action', 'thriller']",95.0,6.6,202,1997
Broken English,"['romance', 'drama']",92.0,7.0,2,1996
Commandments,"['comedy', 'drama', 'romance']",88.0,5.3,5,1997
Ripe,['drama'],92.0,4.0,4,1996
"Truth or Consequences, N.M.","['action', 'crime', 'drama', 'romance', 'thriller']",106.0,5.7,15,1997
The Turning,['drama'],87.0,0.0,0,1992
Warriors of Virtue,"['fantasy', 'family', 'action']",103.0,4.7,9,1997
Fathers' Day,"['comedy', 'family']",89.0,5.1,77,1997
The Fifth Element,"['adventure', 'fantasy', 'action', 'thriller', 'science fiction']",126.0,7.3,3962,1997
Intimate Relations,[],105.0,8.0,1,1996
Nowhere,"['science fiction', 'drama', 'comedy']",82.0,6.3,27,1997
Losing Chase,"['drama', 'romance']",98.0,3.9,6,1996
Sprung,"['comedy', 'romance']",105.0,5.0,7,1997
The Promise,"['drama', 'romance']",115.0,5.0,1,1995
Le Bonheur,"['drama', 'romance']",79.0,7.0,21,2065
Love! Valour! Compassion!,['drama'],108.0,5.7,10,1997
Shall We Dance?,"['music', 'comedy', 'drama', 'romance']",136.0,7.2,35,1996
The Second Jungle Book: Mowgli & Baloo,"['adventure', 'family']",88.0,3.2,5,1997
