title,budget,production_companies,genres,keywords,overview,vote_count,vote_average
3:10 to Yuma,55000000,"['Tree Line Films', 'Lionsgate', 'Relativity Media']",['western'],"['saloon', 'hero', 'liberation of prisoners']","In Arizona in the late 1800's, infamous outlaw Ben Wade and his vicious gang of thieves and murderers have plagued the Southern Railroad. When Wade is captured, Civil War veteran Dan Evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the ""3:10 to Yuma"", a train that will take the killer to trial.",1188,6.9
Taken 3,48000000,"['Twentieth Century Fox Film Corporation', 'M6 Films', 'Canal+']","['thriller', 'action']","['revenge', 'murder', 'on the run']","Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.",2200,6.1
Out of Sight,48000000,"['Universal Pictures', 'Jersey Films']","['romance', 'comedy', 'crime']","['journalist', 'bedroom', 'purse']","Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves _ and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law. Variety hails Out of Sight as ""a sly, sexy, vastly entertaining film.""",333,6.5
The Cable Guy,47000000,['Columbia Pictures Corporation'],"['comedy', 'drama', 'thriller']","['prison', 'prostitute', 'karaoke']","When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up -- and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the ""friendship,"" Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behavior.",594,5.7
Earth,0,['Cracking the Earth Films'],['drama'],"['based on novel', 'war of independence', 'period drama']",It's 1947 and the borderlines between India and Pakistan are being drawn. A young girl bears witnesses to tragedy as her ayah is caught between the love of two men and the rising tide of political and religious violence.,9,6.6
Dick Tracy,47000000,['Touchstone Pictures'],"['adventure', 'action', 'comedy', 'thriller', 'crime']","['corruption', 'crime fighter', 'gangster boss']","The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob,",251,5.9
The Thomas Crown Affair,48000000,"['Irish Dreamtime', 'Metro-Goldwyn-Mayer (MGM)']","['drama', 'crime', 'romance']","['martinique', 'claude monet', 'famous painting']","A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",339,6.6
Riding in Cars with Boys,48000000,['Columbia Pictures'],"['comedy', 'drama', 'romance']","['baby', 'becoming an adult', 'puberty']","A single mother, with dreams of becoming a writer, has a son at the age of 15 in 1965, and goes through a failed marriage with the drug-addicted father.",103,6.5
First Blood,15000000,['Orion Pictures'],"['action', 'adventure', 'thriller', 'war']","['prison', 'vietnam veteran', 'falsely accused']","When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, the Vietnam vet snaps, runs for the hills and rat-a-tat-tats his way into the action-movie hall of fame. Hounded by a relentless sheriff, Rambo employs heavy-handed guerilla tactics to shake the cops off his tail.",1488,7.2
Solaris,0,"['Mosfilm', 'Creative Unit of Writers & Cinema Workers', 'Unit Four']","['drama', 'science fiction', 'adventure', 'mystery']","['1970s', 'loss of sense of reality', 'extraterrestrial technology']","Ground control has been receiving strange transmissions from the three remaining residents of the Solaris space station. When cosmonaut and psychologist Kris Kelvin is sent to investigate, he experiences the strange phenomena that afflict the Solaris crew, sending him on a voyage into the darkest recesses of his own consciousness. Based on the novel by the same name from Polish author Stanislaw Lem.",357,7.7
Happily N'Ever After,47000000,"['Vanguard Films', 'Lionsgate', 'Odyssey']","['animation', 'comedy', 'family', 'fantasy', 'science fiction']","['dwarves', 'cinderella', 'wolf']","An alliance of evil-doers, led by Frieda, looks to take over Fairy Tale Land. But when Ella realizes her stepmother is out to ruin her storybook existence, she takes a dramatic turn and blossoms into the leader of the resistance effort.",104,4.6
Mary Reilly,47000000,"['TriStar Pictures', 'NFH Productions']","['drama', 'horror', 'thriller', 'romance']","['servant', 'monster', 'laboratory']","A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",74,5.7
My Best Friend's Wedding,38000000,['TriStar Pictures'],"['comedy', 'romance']","['karaoke', 'marriage proposal', 'new love']","When she receives word that her longtime platonic pal Michael O'Neal is getting married to debutante Kimberly Wallace, food critic Julianne Potter realizes her true feelings for Michael -- and sets out to sabotage the wedding.",584,6.3
America's Sweethearts,0,"['Columbia Pictures', 'Revolution Studios', 'Roth-Arnold Productions']","['comedy', 'romance']","['film business', 'film producer', 'wife husband relationship']","In the midst of a nasty public breakup of married movie stars, a studio publicist scrambles to put a cap on the escalating situation as the couple's latest film has found it's only print kidnapped by the director.",252,5.5
Insomnia,46000000,"['Section Eight', 'Alcon Entertainment', 'Witt/Thomas Productions']","['crime', 'mystery', 'thriller']","['detective', 'confession', 'fbi']",Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,1148,6.8
Star Trek: First Contact,46000000,"['Paramount Pictures', 'Digital Image Associates']","['science fiction', 'action', 'adventure', 'thriller']","['federation', 'starfleet', 'borg']","The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.",661,7.0
Jonah Hex,47000000,['Warner Bros.'],"['action', 'western', 'drama', 'fantasy', 'thriller']","['gunslinger', 'usa', 'dc comics']","Gunslinger Jonah Hex (Josh Brolin) is appointed by President Ulysses Grant to track down terrorist Quentin Turnbull (John Malkovich), a former Confederate officer determined on unleashing hell on earth. Jonah not only secures freedom by accepting this task, he also gets revenge on the man who slayed his wife and child. Megan Fox plays a prostitute as well as Jonah Hex's love interst in the film.",420,4.4
Courage Under Fire,46000000,['Fox 2000 Pictures'],"['drama', 'thriller', 'mystery', 'war']","['gulf war', 'pilot', 'u.s. army']","A US Army officer had made a ""friendly fire"" mistake that was covered up and he was reassigned to a desk job. Later he was tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor posthumously. At first all seemed in order then he begins to notice inconsistencies between the testimonies of the witnesses....",232,6.2
Liar Liar,45000000,"['Imagine Entertainment', 'Universal Pictures']",['comedy'],"['california', 'workaholic', 'birthday']","Fletcher Reede is a fast-talking attorney and habitual liar. When his son Max blows out the candles on his fifth birthday he has just one wish - that his dad will stop lying for 24 hours. When Max's wish comes true, Fletcher discovers that his mouth has suddenly become his biggest liability.",1424,6.4
The Infiltrator,25000000,['Good Films'],"['crime', 'drama', 'thriller']","['undercover', 'biography', 'drug']",A U.S Customs official uncovers a massive money laundering scheme involving Pablo Escobar.,573,6.6
Inchon,46000000,"['Metro-Goldwyn-Mayer (MGM)', 'Unification Church', 'One Way Productions']","['drama', 'history', 'war']",[],A noisy and absurd re-telling of the great 1950 invasion of Inchon during the Korean War which was masterminded by General Douglas MacArthur.,2,6.5
The Flintstones,46000000,"['Universal Pictures', 'Amblin Entertainment', 'Hanna-Barbera Productions']","['fantasy', 'comedy', 'family']","['manager', 'jealousy', 'bad mother-in-law']",Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,543,5.0
Taken 2,45000000,"['Twentieth Century Fox Film Corporation', 'M6 Films', 'Canal+']","['action', 'crime', 'thriller']","['kidnapping', 'turkey', 'police chase']","In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",2757,6.1
Scary Movie 3,48000000,"['Dimension Films', 'Brad Grey Pictures']",['comedy'],['horror spoof'],"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",912,5.8
