talk_id,title,topics,description
2193,Why we all need to practice emotional first aid,"['tedx', 'health', 'mentalhealth', 'psychology', 'self', 'mindfulness']","We'll go to the doctor when we feel flu-ish or a nagging pain. So why don't we see a health professional when we feel emotional pain: guilt, loss, loneliness? Too many of us deal with common psychological-health issues on our own, says Guy Winch. But we don't have to. He makes a compelling case to practice emotional hygiene â taking care of our emotions, our minds, with the same diligence we take care of our bodies."
945,Let the environment guide our development,"['agriculture', 'cities', 'climatechange', 'environment', 'globalissues', 'anthropocene', 'globalcommons']","Human growth has strained the earth's resources, but as Johan RockstrÃ¶m reminds us, our advances also give us the science to recognize this and change behavior. His research has found nine ""planetary boundaries"" that can guide us in protecting our planet's many overlapping ecosystems."
1226,The 6 killer apps of prosperity,"['business', 'culture', 'economics', 'globalissues']","Over the past few centuries, Western cultures have been very good at creating general prosperity for themselves. Historian Niall Ferguson asks: Why the West, and less so the rest? He suggests half a dozen big ideas from Western culture -- call them the 6 killer apps -- that promote wealth, stability and innovation. And in this new century, he says, these apps are all shareable."
13011,Passion for compassion,"['compassion', 'tedprize', 'collaboration', 'globalissues', 'cities', 'humanity']","With the Charter for Compassion, Karen Armstrong challenged the world to bring the Golden Rule to the center of life. Learn about how her vision inspired Greg Fischer -- the mayor of Louisville, Kentucky -- to lead the city in fascinating new directions."
973,Tagging tuna in the deep ocean,"['missionblue', 'oceans', 'science', 'technology']","Tuna are ocean athletes -- fast, far-ranging predators whose habits we're just beginning to understand. Marine biologist Barbara Block fits tuna with tracking tags (complete with transponders) that record unprecedented amounts of data about these gorgeous, threatened fish and the ocean habitats they move through."
2508,The beauty of being a misfit,"['failure', 'creativity', 'books', 'beauty', 'identity', 'humanity', 'personalgrowth', 'self', 'writing', 'tedbooks']","To those who feel like they don't belong: there is beauty in being a misfit. Author Lidia Yuknavitch shares her own wayward journey in an intimate recollection of patchwork stories about loss, shame and the slow process of self-acceptance. ""Even at the moment of your failure, you are beautiful,"" she says. ""You don't know it yet, but you have the ability to reinvent yourself endlessly. That's your beauty."""
2594,What reality are you creating for yourself?,"['brain', 'choice', 'fear', 'humanity', 'identity', 'motivation', 'personalgrowth', 'success', 'blindness']","Reality isn't something you perceive; it's something you create in your mind. Isaac Lidsky learned this profound lesson firsthand, when unexpected life circumstances yielded valuable insights. In this introspective, personal talk, he challenges us to let go of excuses, assumptions and fears, and accept the awesome responsibility of being the creators of our own reality."
1629,"A Saudi, an Indian and an Iranian walk into a Qatari bar ...","['middleeast', 'tedx', 'comedy', 'culture', 'entertainment', 'humor', 'performance']","Iranian-American comedian Maz Jobrani takes to the TEDxSummit stage in Doha, Qatar to take on serious issues in the Middle East -- like how many kisses to give when saying âHi,â and what not to say on an American airplane."
1820,Everyday cybercrime -- and what you can do about it,"['crime', 'finance', 'technology']","How do you pick up a malicious online virus, the kind of malware that snoops on your data and taps your bank account? Often, it's through simple things you do each day without thinking twice. James Lyne reminds us that it's not only the NSA that's watching us, but ever-more-sophisticated cybercriminals, who exploit both weak code and trusting human nature."
935,Did you hear the one about the Iranian-American?,"['iran', 'middleeast', 'comedy', 'entertainment', 'politics', 'humor']","A founding member of the Axis of Evil Comedy Tour, standup comic Maz Jobrani riffs on the challenges and conflicts of being Iranian-American -- ""like, part of me thinks I should have a nuclear program; the other part thinks I can't be trusted ..."""
562,Odes to vice and consequences,"['entertainment', 'history', 'literature', 'poetry', 'writing', 'books']","Media big shot Felix Dennis roars his fiery, funny, sometimes racy original poetry, revisiting haunting memories and hard-won battle scars from a madcap -- yet not too repentant -- life. Best enjoyed with a glass of wine."
23958,The Arctic vs. the Antarctic,"['animation', 'ted-ed', 'antarctica', 'education', 'glacier', 'climatechange', 'animals', 'oceans', 'science', 'biology', 'environment', 'sustainability']","How can you tell the two poles apart? Where are the penguins? What about the bears? The Arctic pole is located in the Northern Hemisphere within the deep Arctic Ocean, while the Antarctic pole is smack in the middle of the ice-covered Antarctica. Camille Seaman describes how enterprising people and organisms have found ways to reside around both poles despite the frigid temperatures. [Directed by Iuri AraÃºjo &amp; Guilherme AraÃºjo, narrated by Michelle Snow]."
